cid,month,spending,transaction
7738,11,84.70,27
7738,12,264.47,31
7739,1,798.15,37
7739,3,45.13,30
7739,6,117.39,27
7739,10,54.31,36
7739,11,96.37,25
7739,12,198.86,32
7740,1,81.08,26
7740,3,117.56,29
7740,11,55.50,32
7741,1,93.32,34
7741,2,61.96,32
7741,3,195.87,31
7741,4,85.87,29
7741,5,42.42,24
7741,12,47.44,20
7742,1,73.85,22
7742,4,40.97,15
7742,5,131.58,31
7742,7,71.96,32
7742,10,52.23,23
7743,1,35.82,41
7743,3,36.29,26
7743,7,77.33,27
7743,8,73.08,30
7743,9,54.39,22
7743,11,264.20,34
7744,2,60.26,22
7744,3,60.74,23
7744,4,51.69,27
7744,5,69.73,34
7744,7,91.93,33
7744,8,69.66,21
7744,11,99.52,27
7744,12,102.81,40
7745,1,155.98,33
7745,3,402.10,40
7745,4,64.15,36
7745,5,32.42,42
7745,6,197.75,48
7745,7,31.38,16
7745,8,78.92,40
7745,9,58.12,21
7745,10,67.14,25
7745,11,777.19,42
7745,12,80.17,21
7746,3,46.05,37
7746,4,115.26,26
7746,5,338.23,44
7746,6,67.22,20
7746,8,120.38,29
7746,9,223.51,30
7746,11,56.16,49
7746,12,182.18,29
7747,1,38.36,20
7747,2,156.79,32
7747,3,78.90,50
7747,4,74.47,24
7747,5,66.47,44
7747,7,88.00,26
7747,8,184.90,30
7747,9,123.64,28
7747,10,554.57,39
7747,11,81.63,21
7748,1,32.56,25
7748,2,55.96,21
7748,3,76.57,31
7748,4,70.98,24
7748,6,99.19,27
7748,8,105.07,26
7748,10,101.69,30
7748,11,35.61,28
7748,12,50.21,21
7749,1,136.15,25
7749,2,55.98,28
7749,3,83.94,28
7749,8,143.38,33
7749,11,143.40,38
7750,1,40.01,14
7750,3,55.59,17
7750,4,29.98,12
7750,5,47.00,18
7750,7,56.31,24
7750,8,176.79,28
7750,9,76.35,23
7750,10,178.96,40
7750,11,110.86,26
7751,1,79.49,44
7751,3,158.58,31
7751,5,132.00,31
7751,6,41.88,36
7751,7,36.48,24
7751,8,175.06,28
7751,11,106.90,27
7751,12,77.23,25
7752,1,50.92,39
7752,2,70.23,34
7752,5,116.72,25
7752,6,57.61,29
7752,7,52.90,21
7752,9,125.51,46
7752,10,81.55,32
7752,11,82.18,28
7752,12,32.75,39
7753,1,67.65,19
7753,2,50.77,30
7753,3,82.62,31
7753,4,95.23,28
7753,5,236.69,33
7753,6,362.33,45
7753,10,105.06,26
7754,1,81.53,24
7754,2,103.62,29
7754,3,72.72,24
7754,4,91.25,34
7754,5,33.83,28
7754,6,321.93,43
7754,8,117.58,31
7754,10,95.75,29
7754,12,118.34,24
7755,2,51.18,25
7755,4,159.96,30
7755,7,127.28,31
7755,8,121.22,37
7755,10,53.66,20
7755,12,86.42,35
7756,1,47.05,17
7756,4,182.39,42
7756,6,75.71,21
7756,7,35.92,20
7756,8,68.00,29
7756,9,232.15,27
7756,10,123.71,24
7756,11,151.99,27
7756,12,111.55,23
7757,1,155.42,42
7757,2,41.09,18
7757,3,48.93,29
7757,6,72.97,35
7757,7,43.35,25
7757,8,33.09,13
7757,9,111.38,22
7757,11,43.11,23
7757,12,67.96,25
7758,2,34.84,18
7758,4,65.01,23
7758,5,52.46,22
7758,6,143.34,33
7758,8,43.02,24
7758,10,51.03,25
7758,11,53.33,18
7759,7,35.81,13
7759,8,214.53,33
7759,9,55.19,23
7759,10,39.29,21
7759,11,71.37,21
7760,1,191.22,28
7760,2,115.07,29
7760,3,48.48,21
7760,5,164.04,29
7760,8,33.75,12
7760,9,206.52,32
7760,10,93.41,28
7761,1,34.54,20
7761,2,47.92,23
7761,3,48.98,16
7761,4,79.99,21
7761,5,78.67,22
7761,6,78.68,25
7761,9,174.62,35
7761,10,218.11,28
7761,11,47.77,30
7761,12,54.16,24
7762,2,94.40,33
7762,4,227.71,45
7762,5,79.22,33
7762,6,71.18,22
7762,10,97.29,31
7762,11,112.40,29
7763,1,91.99,33
7763,2,66.79,36
7763,3,51.70,24
7763,4,168.67,42
7763,5,343.91,41
7763,6,59.20,25
7763,7,122.19,33
7763,8,74.91,26
7763,9,124.30,37
7763,11,97.65,25
7763,12,28.36,35
7764,1,55.42,29
7764,3,94.91,23
7764,4,50.77,23
7764,5,265.35,30
7764,6,158.39,36
7764,7,73.31,24
7764,9,86.73,25
7764,12,313.40,28
7765,3,73.71,20
7765,4,66.32,51
7765,5,93.07,25
7765,7,42.50,22
7765,10,52.25,34
7765,11,40.92,17
7765,12,86.74,27
7766,1,50.34,20
7766,2,47.52,29
7766,4,83.66,26
7766,5,46.46,26
7766,7,147.66,38
7766,8,81.50,40
7766,9,72.59,39
7766,11,240.67,26
7766,12,136.35,28
7767,1,95.56,35
7767,2,57.36,39
7767,3,81.81,36
7767,4,169.72,29
7767,7,117.71,35
7767,8,42.12,24
7767,9,59.36,21
7767,10,97.56,36
7767,11,155.76,29
7767,12,69.14,19
7768,1,103.66,38
7768,2,180.17,37
7768,4,74.84,19
7768,6,98.64,31
7768,7,29.59,33
7768,9,81.12,20
7768,10,35.57,20
7768,11,48.66,22
7769,1,37.26,41
7769,2,182.32,34
7769,5,338.19,38
7769,6,68.28,26
7769,7,148.15,66
7769,8,342.21,55
7769,10,72.16,33
7769,11,79.06,20
7769,12,56.52,18
7770,2,138.88,53
7770,3,54.34,23
7770,5,68.10,39
7770,7,47.53,23
7770,11,270.20,34
7770,12,60.97,34
7771,2,55.62,25
7771,5,131.09,24
7771,6,287.17,62
7771,7,70.78,65
7771,8,42.95,22
7771,9,63.28,53
7771,11,52.87,38
7771,12,79.50,24
7772,1,51.03,26
7772,2,140.68,43
7772,5,43.21,25
7772,6,61.54,18
7772,8,61.06,30
7772,11,52.27,32
7773,1,42.88,20
7773,2,46.09,18
7773,3,82.21,22
7773,6,116.86,35
7773,9,133.37,30
7773,10,240.61,27
7773,12,44.33,20
7774,4,88.31,36
7774,5,66.17,30
7774,7,46.98,16
7774,8,53.08,31
7774,10,82.06,20
7774,11,75.51,32
7774,12,263.25,60
7775,2,86.83,28
7775,4,55.95,27
7775,5,86.17,31
7775,7,64.12,41
7775,8,81.37,60
7775,9,53.01,19
7775,11,108.10,24
7775,12,61.89,47
7776,1,91.26,42
7776,2,110.64,40
7776,3,210.23,41
7776,4,128.05,40
7776,6,61.88,20
7776,7,73.47,32
7776,9,91.81,28
7776,10,49.68,21
7776,11,262.36,32
7777,2,145.43,31
7777,3,143.78,27
7777,5,73.41,27
7777,6,89.61,25
7777,7,115.97,33
7777,9,70.48,23
7777,10,57.05,25
7777,12,94.99,32
7778,2,130.04,29
7778,4,208.83,37
7778,5,191.43,26
7778,8,60.12,36
7778,10,46.84,29
7778,11,60.90,28
7778,12,70.47,24
7779,1,52.66,18
7779,2,444.81,32
7779,4,80.35,33
7779,5,91.36,39
7779,6,42.33,25
7779,7,42.45,30
7779,9,53.38,21
7779,10,54.72,23
7779,11,85.03,39
7779,12,39.28,14
7780,2,112.04,24
7780,3,85.15,48
7780,4,56.44,24
7780,5,244.48,31
7780,6,99.98,24
7780,10,153.64,48
7781,1,66.28,22
7781,2,90.55,27
7781,3,220.79,65
7781,8,92.84,26
7781,9,262.66,32
7781,10,87.46,40
7781,12,188.36,26
7782,1,45.34,21
7782,2,239.45,30
7782,4,112.40,29
7782,6,36.39,14
7782,7,60.75,23
7782,9,43.81,21
7782,10,102.05,25
7783,1,51.90,18
7783,3,87.82,36
7783,6,115.52,30
7783,7,108.52,26
7783,8,100.44,28
7783,9,167.87,37
7783,10,79.68,23
7783,11,68.88,27
7784,2,81.26,38
7784,4,102.09,29
7784,5,62.88,21
7784,9,184.36,34
7784,11,168.09,34
7784,12,110.03,28
7785,2,72.19,29
7785,3,134.10,28
7785,4,71.75,37
7785,5,186.65,37
7785,6,64.55,47
7785,7,84.64,22
7785,8,59.99,23
7785,10,168.20,30
7785,12,72.30,22
7786,1,98.98,36
7786,2,61.36,29
7786,3,72.88,32
7786,4,131.41,25
7786,6,90.51,23
7786,7,81.52,39
7786,9,40.23,24
7786,10,48.14,22
7786,11,47.11,40
7787,1,247.85,27
7787,3,113.22,23
7787,5,34.40,13
7787,6,148.08,26
7787,7,32.64,22
7787,8,50.93,16
7787,10,76.96,20
7787,11,61.55,36
7788,2,68.01,36
7788,3,46.35,29
7788,4,61.10,33
7788,6,130.02,49
7788,7,52.09,22
7788,10,40.54,35
7788,11,225.09,30
7789,4,209.19,39
7789,8,103.11,52
7789,9,49.40,20
7789,11,60.86,24
7789,12,42.68,22
7790,1,225.27,29
7790,2,62.02,18
7790,3,46.46,19
7790,4,158.11,32
7790,6,88.64,32
7790,7,56.40,19
7790,10,129.96,36
7790,11,122.24,34
7791,1,131.21,27
7791,2,71.66,25
7791,4,127.83,39
7791,5,202.45,27
7791,6,139.08,36
7791,8,137.08,27
7791,10,43.06,32
7792,2,53.25,55
7792,3,36.72,18
7792,5,89.89,22
7792,6,198.39,49
7792,7,67.63,32
7792,9,79.97,23
7792,10,47.02,23
7792,11,43.00,23
7793,2,106.43,31
7793,5,47.52,26
7793,7,37.37,21
7793,8,30.34,11
7793,9,86.22,27
7793,10,228.99,32
7794,1,146.20,29
7794,2,68.67,19
7794,3,97.12,32
7794,4,55.94,20
7794,5,67.25,27
7794,6,126.69,35
7794,7,109.57,42
7794,9,71.68,39
7794,10,75.78,35
7794,11,73.21,25
7795,2,73.06,21
7795,4,68.86,22
7795,6,50.25,42
7795,7,162.08,26
7795,8,61.21,19
7795,9,60.66,36
7795,11,161.68,29
7795,12,173.12,44
7796,2,545.65,36
7796,3,159.10,49
7796,4,333.69,43
7796,7,53.04,19
7796,9,107.72,31
7796,10,250.27,29
7796,12,104.34,34
7797,1,149.15,36
7797,2,40.01,67
7797,3,157.33,31
7797,4,205.56,27
7797,5,43.02,17
7797,6,107.85,38
7797,10,48.73,18
7797,12,100.66,24
7798,1,161.93,30
7798,2,77.74,25
7798,3,68.24,23
7798,6,79.57,23
7798,8,71.41,55
7798,9,44.27,19
7798,10,69.57,36
7799,1,65.28,25
7799,2,50.49,23
7799,3,99.29,31
7799,4,123.22,71
7799,5,104.75,62
7799,7,67.46,87
7799,8,114.44,27
7799,10,74.33,20
7799,12,67.04,34
7800,2,40.32,28
7800,7,82.10,26
7800,8,58.80,22
7800,10,40.56,30
7800,12,62.34,20
7801,2,59.72,31
7801,3,79.69,33
7801,4,78.39,29
7801,6,72.19,23
7801,8,58.89,33
7801,10,168.92,34
7802,2,79.15,22
7802,4,174.28,41
7802,5,136.92,25
7802,6,101.92,21
7802,8,43.75,16
7802,10,105.54,28
7802,11,84.95,34
7803,3,106.29,39
7803,4,75.76,40
7803,6,1079.85,39
7803,7,109.47,22
7803,9,34.62,51
7803,10,71.88,19
7803,12,47.91,16
7804,1,72.46,36
7804,2,66.27,22
7804,3,67.21,53
7804,4,65.26,31
7804,6,86.41,22
7804,9,61.55,35
7804,10,87.70,35
7804,12,67.13,51
7805,3,75.58,34
7805,4,57.08,24
7805,7,62.89,18
7805,8,79.44,30
7805,9,54.69,52
7805,10,102.63,27
7805,11,44.90,17
7805,12,56.11,33
7806,1,44.53,23
7806,2,153.93,44
7806,4,65.39,24
7806,5,457.06,33
7806,8,313.21,59
7806,9,109.19,51
7806,10,85.66,34
7806,11,52.82,20
7807,1,45.30,36
7807,3,115.24,25
7807,4,44.90,24
7807,6,346.56,53
7807,9,90.30,33
7807,10,97.54,43
7807,12,57.28,19
7808,1,508.79,34
7808,2,103.23,45
7808,3,57.74,25
7808,4,158.63,42
7808,5,58.81,24
7808,9,44.43,25
7808,10,82.97,27
7808,12,112.99,25
7809,2,61.32,35
7809,3,550.46,32
7809,5,81.73,29
7809,6,71.74,29
7809,9,103.69,38
7809,10,96.45,28
7809,11,179.05,30
7809,12,119.77,32
7810,2,43.95,14
7810,3,82.45,32
7810,5,79.14,25
7810,6,75.58,26
7810,8,85.43,35
7810,11,58.39,29
7810,12,79.43,33
7811,2,125.97,38
7811,3,84.24,26
7811,4,146.26,28
7811,5,112.51,26
7811,7,114.14,29
7811,8,84.35,25
7811,9,87.11,24
7811,10,91.79,21
7812,1,82.10,30
7812,3,189.31,39
7812,5,86.44,28
7812,8,67.31,29
7812,9,73.52,20
7812,10,186.02,53
7813,1,338.96,46
7813,3,37.04,14
7813,5,94.27,31
7813,7,239.54,29
7813,9,338.08,31
7813,11,148.77,35
7813,12,89.16,28
7814,2,71.36,27
7814,3,108.88,26
7814,4,41.64,35
7814,5,162.66,34
7814,6,127.49,35
7814,7,53.98,28
7814,8,54.69,20
7814,9,250.57,36
7814,11,35.77,22
7814,12,261.22,28
7815,3,107.86,29
7815,4,43.27,33
7815,5,153.26,27
7815,6,53.09,21
7815,7,96.39,31
7815,10,56.93,22
7815,11,145.74,29
7816,2,125.40,35
7816,3,259.26,31
7816,4,90.34,24
7816,6,260.45,41
7816,7,86.10,23
7816,8,91.80,61
7816,10,78.88,33
7816,11,201.97,41
7816,12,136.08,41
7817,1,93.25,35
7817,2,71.71,67
7817,3,125.46,32
7817,6,879.24,45
7817,7,252.08,30
7817,8,71.03,21
7817,10,83.00,49
7818,2,47.64,24
7818,3,108.09,29
7818,4,83.63,20
7818,5,105.81,31
7818,6,154.68,35
7818,7,53.87,17
7818,9,52.08,34
7818,10,183.30,28
7818,11,67.43,37
7818,12,203.19,62
7819,1,250.85,37
7819,2,166.03,26
7819,5,115.14,25
7819,6,44.13,38
7819,11,590.06,38
7820,1,56.56,25
7820,2,135.90,38
7820,3,93.55,21
7820,5,39.67,17
7820,9,56.62,19
7821,1,110.26,22
7821,2,65.90,22
7821,4,270.32,36
7821,5,59.19,29
7821,7,44.01,20
7821,11,64.00,40
7821,12,84.06,32
7822,3,38.09,34
7822,6,121.02,34
7822,7,172.79,34
7822,8,55.32,32
7822,9,56.32,37
7822,10,50.42,43
7823,1,103.48,24
7823,2,120.64,28
7823,4,102.59,23
7823,5,69.90,44
7823,6,44.80,18
7823,7,105.55,22
7823,9,68.63,22
7823,10,57.69,23
7823,11,48.95,33
7824,2,92.66,21
7824,4,78.76,20
7824,6,110.99,36
7824,10,98.82,29
7824,11,55.39,48
7825,1,78.78,31
7825,2,101.65,27
7825,3,178.59,40
7825,5,284.20,37
7825,6,72.09,26
7825,7,83.25,26
7825,8,206.38,29
7825,9,97.30,33
7825,10,31.25,14
7826,2,151.01,32
7826,3,147.27,33
7826,6,68.58,25
7826,8,72.98,20
7826,11,87.51,42
7826,12,51.83,22
7827,1,87.46,33
7827,3,155.47,30
7827,4,139.31,43
7827,5,187.15,45
7827,6,39.31,15
7827,7,185.55,38
7827,10,84.25,20
7827,11,117.85,24
7828,1,54.44,20
7828,3,55.68,30
7828,4,74.20,24
7828,6,155.86,43
7828,9,173.19,39
7828,10,93.09,46
7828,12,122.59,28
7829,2,61.99,31
7829,5,57.22,22
7829,6,47.24,17
7829,7,57.16,19
7829,8,94.06,25
7829,12,50.85,17
7830,1,166.64,32
7830,3,119.30,29
7830,5,98.64,34
7830,7,32.06,18
7830,9,130.68,30
7830,10,87.37,27
7830,12,40.64,14
7831,1,146.81,24
7831,2,53.02,20
7831,3,194.76,50
7831,4,66.23,26
7831,5,96.86,22
7831,6,70.93,29
7831,7,82.50,29
7831,9,217.24,36
7831,12,27.86,8
7832,1,162.39,29
7832,2,68.20,21
7832,3,89.83,24
7832,5,81.43,43
7832,10,143.21,30
7832,12,89.17,39
7833,1,121.69,25
7833,2,41.36,16
7833,4,122.91,37
7833,5,90.48,32
7833,6,38.14,17
7833,7,1081.44,37
7833,9,151.68,41
7833,11,69.47,26
7833,12,130.46,28
7834,2,139.29,29
7834,5,124.91,35
7834,6,85.18,25
7834,9,123.84,23
7834,11,198.89,27
7834,12,37.50,32
7835,1,233.96,38
7835,2,89.89,26
7835,3,183.35,28
7835,4,85.45,29
7835,5,87.57,38
7835,7,49.49,20
7835,8,41.49,16
7835,11,630.03,79
7835,12,72.40,20
7836,1,70.44,21
7836,2,159.67,25
7836,3,68.40,30
7836,4,60.92,40
7836,5,88.58,28
7836,7,52.23,23
7836,8,112.65,34
7836,9,51.25,17
7836,12,41.26,26
7837,1,108.97,29
7837,4,89.96,40
7837,5,233.33,61
7837,6,56.59,23
7837,7,49.35,24
7837,8,102.83,26
7837,9,35.07,33
7838,4,84.24,33
7838,5,110.09,25
7838,11,60.32,28
7839,1,37.02,15
7839,3,171.34,37
7839,4,87.42,36
7839,7,52.56,26
7839,9,52.98,26
7839,10,59.32,31
7839,12,297.54,34
7840,1,173.22,43
7840,2,157.76,29
7840,3,35.28,30
7840,4,85.75,40
7840,7,76.12,31
7840,8,36.62,15
7840,10,92.39,26
7841,4,38.09,47
7841,6,132.55,25
7841,8,150.35,41
7841,10,59.75,25
7841,11,107.97,28
7842,2,109.04,39
7842,3,173.76,64
7842,4,217.11,27
7842,5,102.44,30
7842,7,86.69,30
7842,9,91.98,30
7842,11,129.80,30
7843,4,110.95,23
7843,5,106.54,37
7843,8,73.42,29
7843,12,97.51,37
7844,1,70.45,54
7844,2,119.88,35
7844,3,152.15,30
7844,4,73.38,33
7844,6,83.12,23
7844,7,257.56,44
7844,9,43.97,29
7844,12,47.38,22
7845,3,48.38,27
7845,4,66.82,25
7845,5,54.69,19
7845,9,206.16,40
7845,10,66.26,34
7845,12,86.00,45
7846,1,66.65,32
7846,2,61.44,29
7846,4,46.38,18
7846,6,59.24,36
7846,7,55.48,20
7846,8,64.72,31
7846,9,50.17,31
7846,10,31.47,31
7846,11,138.13,29
7846,12,51.47,20
7847,1,73.27,34
7847,4,33.67,12
7847,5,58.73,21
7847,6,47.43,26
7847,7,62.07,25
7847,9,58.11,21
7847,10,83.20,30
7847,11,57.95,27
7848,1,391.31,30
7848,2,72.12,31
7848,3,202.73,46
7848,4,62.20,25
7848,7,77.62,29
7848,8,102.05,37
7848,10,39.08,14
7849,1,74.55,32
7849,2,255.70,34
7849,3,69.47,23
7849,7,104.26,50
7849,9,67.30,28
7849,10,55.02,17
7850,2,132.47,42
7850,3,52.80,17
7850,4,114.77,23
7850,5,70.13,38
7850,7,106.29,41
7850,9,92.33,30
7850,10,44.66,19
7850,11,109.70,24
7851,2,123.28,40
7851,3,52.96,23
7851,4,108.07,30
7851,5,197.77,39
7851,6,285.76,41
7851,10,214.98,30
7851,11,60.26,23
7851,12,52.51,32
7852,2,88.62,42
7852,4,67.84,52
7852,5,32.15,11
7852,6,73.32,48
7852,9,58.99,18
7852,11,92.48,74
7852,12,705.07,34
7853,3,47.80,21
7853,5,43.02,18
7853,6,63.59,22
7853,8,54.49,45
7853,9,34.14,14
7853,10,104.53,29
7854,1,50.24,24
7854,4,67.41,28
7854,7,80.52,21
7854,8,76.18,23
7854,9,37.86,18
7854,11,143.03,27
7854,12,30.09,23
7855,1,33.24,12
7855,2,28.09,9
7855,3,102.82,22
7855,5,114.00,26
7855,7,52.27,22
7855,8,56.02,32
7855,9,47.06,19
7855,10,84.98,27
7855,11,109.01,28
7856,1,329.63,29
7856,2,122.06,29
7856,3,368.32,31
7856,4,87.61,40
7856,7,89.78,31
7856,8,121.29,34
7856,9,41.39,15
7856,10,292.34,31
7856,12,75.55,32
7857,1,45.70,26
7857,2,51.72,20
7857,4,65.03,23
7857,5,150.21,31
7857,6,81.68,25
7857,7,58.08,27
7857,8,68.82,27
7857,10,98.08,32
7857,11,84.65,26
7858,1,64.02,27
7858,2,38.75,14
7858,3,62.06,35
7858,4,68.82,25
7858,5,71.19,21
7858,6,42.18,15
7858,9,159.69,32
7858,11,96.11,26
7858,12,117.14,34
7859,2,40.48,20
7859,3,65.86,21
7859,4,54.12,17
7859,5,53.28,23
7859,8,67.11,36
7859,9,120.19,35
7859,12,100.62,27
7860,2,107.15,28
7860,4,206.87,40
7860,5,125.23,23
7860,6,328.23,69
7860,7,36.53,24
7860,8,40.90,18
7860,9,68.44,19
7860,10,114.42,32
7860,11,173.12,36
7860,12,107.68,27
7861,1,37.54,16
7861,2,68.52,23
7861,3,110.18,51
7861,4,282.90,37
7861,5,29.29,11
7861,6,52.89,27
7861,10,88.37,48
7861,12,116.71,39
7862,1,43.07,22
7862,2,42.76,23
7862,4,138.14,27
7862,6,40.72,21
7862,7,130.48,39
7862,9,167.83,27
7862,12,43.79,33
7863,3,115.48,27
7863,4,148.20,39
7863,5,89.38,24
7863,6,50.33,32
7863,7,175.42,25
7863,12,60.77,36
7864,4,52.04,20
7864,8,76.28,22
7864,11,55.94,33
7864,12,116.33,28
7865,1,60.69,29
7865,3,245.19,31
7865,4,93.15,24
7865,5,58.78,29
7865,7,46.95,16
7865,9,30.22,11
7865,10,108.26,34
7866,1,353.84,31
7866,3,74.25,29
7866,5,109.43,38
7866,6,60.72,22
7866,7,39.32,31
7866,9,307.38,46
7866,11,85.27,37
7866,12,39.14,20
7867,1,347.07,34
7867,3,122.54,33
7867,4,50.80,28
7867,8,63.58,19
7867,10,167.93,25
7867,11,63.19,22
7867,12,71.56,29
7868,1,91.02,25
7868,4,223.33,36
7868,7,109.55,33
7868,8,53.02,17
7868,11,63.04,21
7869,1,52.59,36
7869,2,136.83,24
7869,4,47.76,17
7869,5,41.38,27
7869,6,119.95,34
7869,10,54.51,39
7869,12,114.01,22
7870,1,57.21,34
7870,2,94.54,31
7870,3,63.53,20
7870,7,91.30,21
7870,9,39.63,41
7870,11,111.13,45
7870,12,49.71,17
7871,1,77.38,28
7871,2,459.78,33
7871,3,132.16,34
7871,7,155.51,29
7871,8,66.87,23
7871,9,96.36,32
7871,10,61.07,30
7871,11,48.00,20
7871,12,127.13,36
7872,1,239.75,27
7872,3,94.52,40
7872,4,105.53,29
7872,6,51.61,17
7872,9,112.85,23
7872,12,46.29,17
7873,2,194.59,31
7873,6,182.22,38
7873,7,111.45,27
7873,8,118.33,23
7873,9,40.59,16
7873,10,109.60,24
7873,11,92.39,29
7873,12,75.83,23
7874,3,71.63,24
7874,6,117.30,23
7874,7,66.38,23
7874,8,85.85,22
7874,9,53.47,31
7874,10,135.84,31
7875,1,46.40,16
7875,4,114.30,33
7875,8,52.42,21
7875,9,42.33,15
7875,10,100.78,22
7875,11,47.53,28
7875,12,91.80,22
7876,2,379.64,35
7876,3,168.27,29
7876,4,221.19,42
7876,6,131.14,33
7876,7,145.04,70
7876,8,51.81,36
7876,10,41.25,18
7876,12,49.98,20
7877,1,70.49,20
7877,2,68.99,26
7877,5,290.51,44
7877,12,43.92,22
7878,1,47.46,22
7878,2,104.27,26
7878,6,125.45,53
7878,8,37.37,18
7878,12,56.04,37
7879,3,100.92,25
7879,5,145.49,29
7879,8,325.54,29
7879,12,85.15,35
7880,1,114.21,38
7880,2,154.67,34
7880,3,78.07,47
7880,5,203.69,27
7880,6,28.12,14
7880,7,122.05,32
7880,10,142.57,31
7880,11,153.51,29
7880,12,50.49,19
7881,1,99.68,48
7881,2,65.24,32
7881,4,93.98,36
7881,6,214.80,36
7881,7,38.30,31
7881,9,41.80,21
7881,10,45.07,19
7881,11,69.23,24
7882,3,105.63,33
7882,4,104.70,35
7882,6,232.62,34
7882,8,86.76,27
7882,9,97.65,37
7882,10,63.34,31
7883,2,521.44,33
7883,3,62.72,72
7883,6,83.35,35
7883,7,73.44,20
7883,8,206.50,58
7883,9,54.24,28
7883,10,156.02,31
7883,12,65.31,18
7884,4,72.50,33
7884,8,55.03,21
7884,9,127.30,44
7884,10,236.89,55
7884,11,65.36,20
7885,1,51.87,21
7885,2,46.16,19
7885,3,214.68,28
7885,4,94.85,23
7885,5,98.25,26
7885,6,55.08,23
7885,8,104.55,32
7885,10,97.99,41
7886,2,51.45,27
7886,3,83.22,35
7886,4,80.07,30
7886,5,146.93,32
7886,6,42.05,27
7886,7,84.76,40
7886,8,44.48,21
7886,9,71.85,38
7886,10,165.41,33
7886,11,208.35,26
7887,1,86.87,30
7887,2,126.69,43
7887,5,54.60,17
7887,7,153.50,36
7887,8,62.73,24
7887,12,105.60,42
7888,1,76.29,22
7888,2,105.90,47
7888,3,73.31,23
7888,4,64.24,28
7888,5,102.58,43
7888,6,102.03,29
7888,8,43.90,31
7888,11,39.53,18
7888,12,132.28,29
7889,1,95.09,28
7889,3,114.36,36
7889,4,144.48,24
7889,5,75.96,23
7889,8,50.06,17
7889,10,66.76,26
7889,11,47.41,22
7889,12,99.40,30
7890,2,71.39,19
7890,4,79.89,29
7890,6,136.80,25
7890,8,58.26,22
7890,9,30.97,12
7890,10,59.27,29
7890,11,28.87,14
7890,12,42.34,28
7891,1,35.69,14
7891,2,78.43,41
7891,3,33.73,14
7891,4,44.17,25
7891,5,109.12,26
7891,7,93.91,21
7891,9,355.90,29
7891,10,101.45,25
7891,11,149.09,33
7891,12,120.74,25
7892,1,185.48,27
7892,2,103.96,40
7892,3,79.01,22
7892,5,69.05,41
7892,6,130.91,28
7892,10,41.78,18
7892,11,55.66,19
7892,12,98.53,28
7893,1,104.78,40
7893,2,58.89,40
7893,3,40.43,15
7893,5,131.10,30
7893,10,100.51,32
7893,11,63.25,25
7893,12,46.04,24
7894,1,168.90,30
7894,2,68.30,22
7894,4,68.17,57
7894,5,118.37,34
7894,6,79.74,20
7894,8,120.47,32
7894,9,250.03,36
7894,12,76.56,27
7895,2,189.50,37
7895,6,133.92,29
7895,7,61.75,49
7895,8,64.05,22
7895,10,138.01,63
7895,12,90.35,23
7896,2,41.34,39
7896,3,40.32,19
7896,5,62.49,21
7896,6,112.33,53
7896,10,125.47,38
7897,1,53.51,44
7897,2,142.50,24
7897,3,125.37,33
7897,4,91.62,29
7897,5,94.26,39
7897,6,55.98,17
7897,9,247.46,28
7897,10,163.83,39
7897,12,72.93,32
7898,2,94.54,45
7898,4,109.56,41
7898,5,142.22,39
7898,7,58.50,27
7898,10,82.03,25
7898,11,72.84,20
7898,12,36.86,28
7899,2,68.68,26
7899,4,192.31,53
7899,6,250.32,34
7899,7,495.94,34
7899,8,51.55,21
7899,9,128.90,28
7899,10,144.27,30
7899,11,122.02,24
7899,12,35.72,25
7900,1,55.02,26
7900,5,35.47,22
7900,6,77.96,20
7900,7,68.95,22
7900,8,669.93,48
7900,10,143.08,28
7901,1,82.79,41
7901,4,119.44,56
7901,6,157.17,34
7901,8,67.05,20
7901,9,558.10,37
7901,10,59.94,18
7901,11,181.41,40
7902,1,63.33,26
7902,2,147.83,40
7902,3,69.50,41
7902,4,207.18,29
7902,5,136.16,32
7902,7,56.89,17
7902,9,50.04,22
7902,12,182.52,30
7903,1,96.43,42
7903,2,96.10,34
7903,3,191.15,33
7903,4,49.65,49
7903,5,44.35,24
7903,7,91.24,23
7903,8,47.83,17
7903,9,59.45,24
7903,11,75.70,33
7903,12,74.94,28
7904,1,124.72,36
7904,4,74.26,19
7904,5,41.95,16
7904,6,110.96,28
7904,9,97.57,26
7904,11,94.53,36
7905,1,172.86,33
7905,2,107.25,35
7905,3,70.32,23
7905,4,81.97,48
7905,5,101.37,21
7905,6,217.58,42
7905,8,175.62,32
7905,9,59.81,38
7905,10,86.89,26
7905,11,124.23,23
7905,12,154.19,35
7906,1,430.37,56
7906,2,79.43,31
7906,4,181.05,27
7906,6,406.55,31
7906,7,131.60,37
7906,8,85.38,21
7906,9,49.47,51
7906,12,168.10,33
7907,1,127.10,34
7907,2,77.46,29
7907,3,61.77,56
7907,5,54.16,24
7907,6,98.23,54
7907,7,163.23,30
7907,9,109.08,30
7907,10,67.90,25
7908,1,132.95,25
7908,4,215.90,30
7908,6,150.09,31
7908,11,39.81,22
7908,12,463.51,52
7909,1,96.31,28
7909,2,128.99,53
7909,3,171.83,35
7909,4,65.51,29
7909,8,59.85,32
7909,9,82.64,33
7909,10,37.64,13
7909,11,69.10,25
7909,12,217.42,26
7910,3,99.27,27
7910,4,62.30,26
7910,5,56.39,20
